Appointment Delivery,Bill of Lading Nbr,Delivery Date,Delivery Signature,Delivery Time,Department Number,Dest Piece Count Ver,Est. Delivery Date,Full Recip. Address,Full Ship Address,Invoice Number,Meter Number,Number of Pieces,Orig Piece Count Ver,P.O. Number,Package Dimensions cm.,Package Dimensions in.,Package Height cm.,Package Height in.,Package Length cm.,Package Length in.,Package Type,Package Width cm.,Package Width in.,Partner/Carrier Nbr,Recip. Address,Recip. Address Qty,Recip. City,Recip. Company,Recip. Contact Name,Recip. Country,Recip. State,Recip. Zip,Reference,Return Authorize Nm,RMA,Service Type,Ship. Ref. (Freight),Ship (P/U) Date,Shipment ID Number,Shipper Address,Shipper City,Shipper Company,Shipper Contact Name,Shipper Country,Shipper State,Shipper Zip,Status,Status Add'l Info,TCN,Tracking Number,Wgt kgs,Wgt lbs,Pkg Wgt kgsPkg Wgt lbs,
,,N/A,,,,,6/6/2017,,,,371411,1,,,N/A,N/A,,,,,Package,,,,,0,Durham,,,US,NC,27701,28896  KEBSP13-06-Q,,,FG,,5/30/2017,,,UNION,,,US,CA,94587,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,732519427953,63.1,139,63.1,139
,,N/A,,,,,6/6/2017,,,,371411,1,,,N/A,N/A,,,,,Package,,,,,0,Los Angeles,,,US,CA,90291,LA6-2 KEBSP13-06-F,,,FG,,6/2/2017,,,UNION,,,US,CA,94587,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,732519433764,49.9,110,49.9,110
,,N/A,,,,,6/6/2017,,,,101906332,3,,,N/A,N/A,,,,,Package,,,,,0,MISHAWAKA,,,US,IN,46545,ALEX053117,,,FG,,5/31/2017,,,CULVER CITY,,,US,CA,90230,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,779271276398,27.3,60,9.1,20
,,N/A,,,,,6/6/2017,,,,8092170,1,,,N/A,N/A,,,,,Package,,,,,0,New bern,,,US,NC,28560,3124679 / PO 1690195,,,HD,,6/1/2017,,,Goose creek,,,US,SC,29445,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,779275386868,11.8,26,11.8,26
,,N/A,,,,,6/6/2017,,,,102328535,1,,,N/A,N/A,,,,,Your Packaging,,,,,0,Smith,,,BM,,HS01,S01067545/ BOX 11,,,IP,,6/2/2017,,,Alpharetta,,,US,GA,30005,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,779284798639,27.7,61,27.7,61
,,N/A,,,,,6/6/2017,,,,102328535,1,,,25.4 cm. x 22.86 cm. x 20.32 cm.,10 in. x 9 in. x 8 in.,20.32,8,25.4,10,Your Packaging,22.86,9,,,0,DAVIE,,,US,FL,33314,NCR033626,,,SO,,6/5/2017,,,FOREST PARK,,,US,GA,30297,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,779300303763,,,2.8,6
,,N/A,,,,,6/6/2017,,,,5376667,1,,,N/A,N/A,,,,,FedEx Envelope,,,,,0,EL MONTE,,,US,CA,91731,BSEA00025231 - HANDLING,,,PO,,6/5/2017,,,KENT,,,US,WA,98032,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,779304773928,0.3,0.5,0.3,0.5
,,N/A,,,,,6/6/2017,,,,8092170,1,,,N/A,N/A,,,,,Package,,,,,0,EAGAN,,,US,MN,55121,2069102,,,FG,,6/5/2017,,,Newport beach,,,US,CA,92660,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,779305540765,8.7,19,8.7,19
,,N/A,,,,,6/7/2017,,,,371411,1,,,N/A,N/A,,,,,Package,,,,,0,MOUNT VERNON,,,US,IL,62864,4669 / 1039702-1-1,,,FG,,6/1/2017,,,UNION,,,US,CA,94587,"In transit; NEWARK, CA",,,732519432150,8.2,17.9,8.2,17.9
,,N/A,,,,,6/7/2017,,,,371411,1,,,N/A,N/A,,,,,Package,,,,,0,FT WORTH,,,US,TX,76109,14462,,,FG,,6/1/2017,,,UNION,,,US,CA,94587,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,732519432779,4.8,10.5,4.8,10.5
,,N/A,,,,,6/7/2017,,,,371411,1,,,N/A,N/A,,,,,Package,,,,,0,Apple Valley,,,US,MN,55124,1044354,,,FG,,6/1/2017,,,UNION,,,US,CA,94587,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,732519432790,1.2,2.6,1.2,2.6
,,N/A,,,,,6/7/2017,,,,371411,1,,,N/A,N/A,,,,,Package,,,,,0,Ardmore,,,US,OK,73401,14467,,,FG,,6/1/2017,,,UNION,,,US,CA,94587,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,732519432805,3.3,7.2,3.3,7.2
,,N/A,,,,,6/7/2017,,,,371411,4,,,N/A,N/A,,,,,Package,,,,,0,WALNUT CREEK,,,US,CA,94598,1045503,,,FG,,6/6/2017,,,UNION,,,US,CA,94587,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,732519438273,38.2,83.9,11.7,25.7
,,N/A,,,,,6/7/2017,,,,102668278,1,,,63.5 cm. x 63.5 cm. x 63.5 cm.,25 in. x 25 in. x 25 in.,63.5,25,63.5,25,Your Packaging,63.5,25,,,0,NOBLESVILLE,,,US,IN,46060,GEUL1017914,,,XS,,6/2/2017,,,Costa Mesa,,,US,CA,92626,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,779292567210,12.3,27,12.3,27
,,N/A,,,,,6/7/2017,,,,5376667,1,,,N/A,N/A,,,,,Package,,,,,0,SAN JOSE,,,US,CA,95118,3162094k,,,FG,,6/5/2017,,,Kent,,,US,WA,98032,Shipment information sent to FedEx; Please check back later for shipment status or subscribe for e-mail notifications,Please check back later for shipment status or subscribe for e-mail notifications,,779294000208,8.2,18,8.2,18
